
08/25/2020,8 - 10 - 15 - 17 - 57,12,3,$57 Million,Roll, 
08/21/2020,11 - 15 - 31 - 42 - 63,14,2,$49 Million,Roll, 
08/18/2020,4 - 18 - 26 - 27 - 58,23,4,$40 Million,Roll, 
08/14/2020,3 - 24 - 29 - 42 - 47,13,2,$31 Million,Roll, 
08/11/2020,8 - 22 - 29 - 43 - 56,9,4,$24 Million,Roll, 
08/07/2020,4 - 44 - 53 - 64 - 70,3,2,$22 Million,Roll, 
08/04/2020,2 - 22 - 30 - 42 - 62,20,3,$20 Million,Roll, 
07/31/2020,12 - 35 - 46 - 48 - 69,23,2,$22 Million,Out of State Winner, 
07/28/2020,17 - 20 - 27 - 31 - 34,19,4,$20 Million,Roll, 
07/24/2020,8 - 33 - 39 - 54 - 58,17,3,$124 Million,Out of State Winner, 
07/21/2020,14 - 25 - 26 - 41 - 43,15,3,$113 Million,Roll, 
07/17/2020,12 - 13 - 21 - 46 - 57,21,3,$101 Million,Roll, 
07/14/2020,6 - 26 - 55 - 56 - 64,22,4,$91 Million,Roll, 
07/10/2020,10 - 15 - 20 - 49 - 53,22,5,$83 Million,Roll, 
07/07/2020,16 - 20 - 25 - 30 - 43,18,3,$73 Million,Roll, 
07/03/2020,20 - 40 - 44 - 45 - 50,24,2,$62 Million,Roll, 
06/30/2020,9 - 16 - 29 - 37 - 53,11,2,$53 Million,Roll, 
06/26/2020,19 - 33 - 37 - 56 - 57,6,2,$44 Million,Roll, 
06/23/2020,6 - 20 - 37 - 40 - 48,15,3,$35 Million,Roll, 
06/19/2020,11 - 34 - 36 - 52 - 66,7,2,$26 Million,Roll, 
06/16/2020,21 - 23 - 33 - 35 - 42,6,3,$22 Million,Roll, 
06/12/2020,9 - 14 - 57 - 67 - 70,2,3,$20 Million,Roll, 
06/09/2020,1 - 5 - 9 - 10 - 23,22,2,$410 Million,Out of State Winner, 
06/05/2020,32 - 35 - 37 - 47 - 55,22,3,$378 Million,Roll, 
06/02/2020,9 - 20 - 23 - 26 - 29,8,3,$356 Million,Roll, 
05/29/2020,10 - 13 - 32 - 41 - 51,3,2,$336 Million,Roll, 
05/26/2020,34 - 52 - 58 - 59 - 62,4,3,$313 Million,Roll, 
05/22/2020,8 - 10 - 20 - 44 - 46,18,4,$298 Million,Roll, 
05/19/2020,8 - 19 - 25 - 36 - 66,9,2,$274 Million,Roll, 
05/15/2020,11 - 17 - 32 - 33 - 46,25,3,$266 Million,Roll, 
05/12/2020,7 - 16 - 27 - 44 - 52,5,5,$248 Million,Roll, 
05/08/2020,5 - 20 - 22 - 61 - 70,4,2,$231 Million,Roll, 
05/05/2020,7 - 13 - 17 - 21 - 45,14,2,$215 Million,Roll, 
05/01/2020,28 - 30 - 31 - 35 - 66,14,2,$200 Million,Roll, 
04/28/2020,13 - 19 - 53 - 54 - 63,17,3,$186 Million,Roll, 
04/24/2020,1 - 27 - 32 - 60 - 67,18,2,$174 Million,Roll, 
04/21/2020,13 - 15 - 24 - 67 - 70,17,2,$164 Million,Roll, 
04/17/2020,13 - 35 - 39 - 46 - 55,14,4,$159 Million,Roll, 
04/14/2020,29 - 47 - 65 - 69 - 70,7,4,$145 Million,Roll, 
04/10/2020,2 - 11 - 21 - 57 - 60,13,2,$136 Million,Roll, 
04/07/2020,25 - 33 - 43 - 51 - 68,20,2,$127 Million,Roll, 
04/03/2020,24 - 38 - 44 - 57 - 58,17,4,$121 Million,Roll, 
03/31/2020,8 - 17 - 51 - 57 - 70,2,4,$113 Million,Roll, 
03/27/2020,3 - 25 - 28 - 50 - 60,1,4,$107 Million,Roll, 
03/24/2020,2 - 8 - 16 - 18 - 31,14,2,$101 Million,Roll, 
03/20/2020,34 - 35 - 41 - 45 - 54,5,4,$96 Million,Roll, 
03/17/2020,20 - 27 - 28 - 58 - 59,25,3,$90 Million,Roll, 
03/13/2020,7 - 22 - 37 - 43 - 44,22,4,$80 Million,Roll, 
03/10/2020,6 - 17 - 48 - 54 - 69,12,5,$75 Million,Roll, 
03/06/2020,15 - 48 - 56 - 58 - 70,4,4,$70 Million,Roll, 
03/03/2020,8 - 12 - 33 - 56 - 64,2,2,$65 Million,Roll, 
02/28/2020,2 - 3 - 14 - 41 - 64,17,2,$60 Million,Roll, 
02/25/2020,2 - 9 - 43 - 49 - 63,15,2,$55 Million,Roll, 
02/21/2020,4 - 7 - 13 - 16 - 60,6,4,$50 Million,Roll, 
02/18/2020,6 - 12 - 39 - 61 - 70,4,3,$45 Million,Roll, 
02/14/2020,10 - 32 - 48 - 54 - 55,18,5,$40 Million,Roll, 
02/11/2020,4 - 6 - 32 - 52 - 64,6,2,$202 Million,Out of State Winner, 
02/07/2020,9 - 14 - 27 - 36 - 52,4,3,$187 Million,Roll, 
02/04/2020,32 - 48 - 50 - 51 - 64,10,2,$168 Million,Roll, 
01/31/2020,28 - 31 - 33 - 57 - 62,19,2,$155 Million,Roll, 
01/28/2020,17 - 36 - 47 - 51 - 62,21,3,$141 Million,Roll, 
01/24/2020,3 - 4 - 18 - 23 - 38,24,4,$130 Million,Roll, 
01/21/2020,16 - 18 - 29 - 31 - 37,8,3,$116 Million,Roll, 
01/17/2020,3 - 25 - 30 - 54 - 70,9,3,$103 Million,Roll, 
01/14/2020,9 - 11 - 13 - 31 - 47,11,2,$91 Million,Roll, 
01/10/2020,17 - 27 - 49 - 51 - 66,2,2,$80 Million,Roll, 
01/07/2020,25 - 40 - 41 - 52 - 56,21,4,$69 Million,Roll, 
01/03/2020,37 - 41 - 42 - 53 - 63,16,2,$60 Million,Roll, 
12/31/2019,30 - 44 - 49 - 53 - 56,11,3,$55 Million,Roll, 
12/27/2019,17 - 34 - 40 - 63 - 64,24,4,$50 Million,Roll, 
12/24/2019,27 - 37 - 48 - 63 - 66,11,2,$45 Million,Roll, 
12/20/2019,3 - 20 - 23 - 35 - 60,16,3,$40 Million,Roll, 
12/17/2019,22 - 30 - 53 - 55 - 56,16,2,$372 Million,Out of State Winner, 
12/13/2019,17 - 21 - 29 - 39 - 56,22,3,$340 Million,Roll, 
12/10/2019,18 - 31 - 46 - 54 - 61,25,2,$314 Million,Roll, 
12/06/2019,20 - 31 - 40 - 46 - 61,20,5,$285 Million,Roll, 
12/03/2019,23 - 43 - 60 - 63 - 69,19,2,$266 Million,Roll, 
11/29/2019,6 - 8 - 31 - 50 - 65,9,2,$243 Million,Roll, 
11/26/2019,8 - 27 - 29 - 38 - 43,13,2,$226 Million,Roll, 
11/22/2019,7 - 12 - 17 - 49 - 53,24,4,$208 Million,Roll, 
11/19/2019,22 - 43 - 44 - 47 - 66,22,3,$192 Million,Roll, 
11/15/2019,12 - 19 - 34 - 35 - 68,20,2,$178 Million,Roll, 
11/12/2019,19 - 30 - 44 - 56 - 65,24,2,$163 Million,Roll, 
11/08/2019,3 - 4 - 10 - 39 - 58,14,3,$145 Million,Roll, 
11/05/2019,2 - 9 - 24 - 49 - 54,19,3,$127 Million,Roll, 
11/01/2019,9 - 20 - 36 - 41 - 54,22,2,$118 Million,Roll, 
10/29/2019,4 - 9 - 17 - 27 - 39,22,2,$105 Million,Roll, 
10/25/2019,16 - 24 - 25 - 52 - 60,6,3,$93 Million,Roll, 
10/22/2019,5 - 11 - 14 - 23 - 25,10,4,$82 Million,Roll, 
10/18/2019,18 - 58 - 60 - 65 - 67,20,3,$71 Million,Roll, 
10/15/2019,4 - 12 - 14 - 35 - 70,2,2,$65 Million,Roll, 
10/11/2019,14 - 22 - 30 - 37 - 60,8,3,$60 Million,Roll, 
10/08/2019,5 - 8 - 10 - 17 - 48,23,3,$55 Million,Roll, 
10/04/2019,11 - 38 - 44 - 48 - 70,17,2,$50 Million,Roll, 
10/01/2019,10 - 17 - 39 - 42 - 59,3,2,$45 Million,Roll, 
09/27/2019,12 - 20 - 31 - 43 - 45,20,3,$40 Million,Roll, 
09/24/2019,6 - 14 - 24 - 42 - 46,9,4,$227 Million,1,CVO
09/20/2019,23 - 24 - 42 - 48 - 53,22,2,$211 Million,Roll, 
09/17/2019,12 - 15 - 30 - 50 - 65,1,4,$192 Million,Roll, 
09/13/2019,6 - 16 - 37 - 59 - 62,5,2,$172 Million,Roll, 
09/10/2019,34 - 47 - 48 - 50 - 55,24,2,$154 Million,Roll, 
09/06/2019,4 - 11 - 13 - 19 - 31,10,4,$139 Million,Roll, 
09/03/2019,13 - 20 - 27 - 61 - 62,5,2,$127 Million,Roll, 
08/30/2019,3 - 9 - 11 - 34 - 39,10,4,$113 Million,Roll, 
08/27/2019,8 - 12 - 23 - 39 - 43,6,2,$103 Million,Roll, 
08/23/2019,11 - 15 - 37 - 54 - 68,21,2,$90 Million,Roll, 
08/20/2019,8 - 14 - 25 - 51 - 63,4,3,$79 Million,Roll, 
08/16/2019,4 - 14 - 24 - 26 - 46,14,2,$70 Million,Roll, 
08/13/2019,7 - 27 - 31 - 34 - 51,5,3,$65 Million,Roll, 
08/09/2019,15 - 53 - 56 - 59 - 63,1,2,$60 Million,Roll, 
08/06/2019,11 - 17 - 31 - 43 - 55,16,2,$55 Million,Roll, 
08/02/2019,11 - 20 - 26 - 48 - 70,19,2,$50 Million,Roll, 
07/30/2019,10 - 24 - 28 - 33 - 38,6,3,$45 Million,Roll, 
07/26/2019,4 - 6 - 11 - 43 - 48,11,3,$40 Million,Roll, 
07/23/2019,1 - 4 - 23 - 40 - 45,11,2,$168 Million,Out of State Winner, 
07/19/2019,16 - 18 - 28 - 33 - 67,14,3,$154 Million,Roll, 
07/16/2019,8 - 16 - 31 - 48 - 52,23,3,$137 Million,Roll, 
07/12/2019,8 - 25 - 38 - 56 - 59,7,2,$121 Million,Roll, 
07/09/2019,12 - 26 - 40 - 48 - 64,1,2,$107 Million,Roll, 
07/05/2019,6 - 38 - 47 - 57 - 63,12,2,$95 Million,Roll, 
07/02/2019,3 - 25 - 37 - 40 - 55,13,2,$83 Million,Roll, 
06/28/2019,2 - 35 - 49 - 53 - 63,1,2,$71 Million,Roll, 
06/25/2019,24 - 33 - 45 - 47 - 61,17,3,$60 Million,Roll, 
06/21/2019,13 - 30 - 36 - 48 - 62,18,3,$55 Million,Roll, 
06/18/2019,12 - 14 - 22 - 24 - 48,21,2,$50 Million,Roll, 
06/14/2019,19 - 40 - 47 - 57 - 65,6,2,$45 Million,Roll, 
06/11/2019,20 - 34 - 39 - 43 - 57,13,3,$40 Million,Roll, 
06/07/2019,17 - 19 - 27 - 40 - 68,2,3,$530 Million,Out of State Winner, 
06/04/2019,25 - 37 - 46 - 48 - 68,25,2,$475 Million,Roll, 
05/31/2019,7 - 8 - 26 - 65 - 67,4,3,$444 Million,Roll, 
05/28/2019,9 - 21 - 34 - 42 - 50,21,2,$418 Million,Roll, 
05/24/2019,14 - 41 - 44 - 56 - 62,10,2,$393 Million,Roll, 
05/21/2019,10 - 50 - 55 - 56 - 58,15,5,$367 Million,Roll, 
05/17/2019,5 - 17 - 28 - 32 - 63,11,3,$339 Million,Roll, 
05/14/2019,11 - 59 - 66 - 67 - 68,18,4,$316 Million,Roll, 
05/10/2019,3 - 16 - 21 - 61 - 62,19,2,$295 Million,Roll, 
05/07/2019,3 - 6 - 34 - 54 - 63,19,3,$273 Million,Roll, 
05/03/2019,8 - 16 - 22 - 66 - 68,11,2,$252 Million,Roll, 
04/30/2019,24 - 37 - 41 - 61 - 70,20,3,$229 Million,Roll, 
04/26/2019,9 - 17 - 23 - 30 - 46,10,4,$212 Million,Roll, 
04/23/2019,7 - 24 - 30 - 48 - 67,9,4,$192 Million,Roll, 
04/19/2019,18 - 25 - 43 - 44 - 57,25,4,$175 Million,Roll, 
04/16/2019,11 - 29 - 34 - 48 - 54,10,2,$157 Million,Roll, 
04/12/2019,1 - 24 - 25 - 40 - 70,4,2,$140 Million,Roll, 
04/09/2019,11 - 22 - 34 - 44 - 58,9,2,$120 Million,Roll, 
04/05/2019,8 - 22 - 24 - 38 - 64,21,2,$104 Million,Roll, 
04/02/2019,33 - 47 - 58 - 59 - 64,25,3,$88 Million,Roll, 
03/29/2019,5 - 14 - 15 - 62 - 66,3,3,$75 Million,Roll, 
03/26/2019,4 - 14 - 22 - 43 - 58,9,3,$57 Million,Roll, 
03/22/2019,7 - 36 - 58 - 60 - 62,10,3,$50 Million,Roll, 
03/19/2019,10 - 42 - 53 - 67 - 68,15,3,$45 Million,Roll, 
03/15/2019,3 - 29 - 56 - 62 - 64,4,3,$40 Million,Roll, 
03/12/2019,10 - 12 - 16 - 49 - 57,18,4,$50 Million,Out of State Winner, 
03/08/2019,4 - 9 - 42 - 62 - 68,7,4,$45 Million,Roll, 
03/05/2019,15 - 20 - 32 - 37 - 52,6,3,$40 Million,Roll, 
03/01/2019,29 - 33 - 39 - 60 - 66,21,2,$267 Million,Out of State Winner, 
02/26/2019,10 - 12 - 14 - 24 - 60,20,3,$245 Million,Roll, 
02/22/2019,18 - 24 - 31 - 34 - 55,4,4,$224 Million,Roll, 
02/19/2019,17 - 24 - 34 - 56 - 65,3,2,$206 Million,Roll, 
02/15/2019,10 - 38 - 40 - 43 - 65,12,2,$190 Million,Roll, 
02/12/2019,15 - 32 - 39 - 50 - 65,7,3,$173 Million,Roll, 
02/08/2019,14 - 24 - 31 - 42 - 48,13,3,$157 Million,Roll, 
02/05/2019,3 - 34 - 36 - 59 - 66,7,2,$139 Million,Roll, 
02/01/2019,2 - 37 - 48 - 66 - 68,11,5,$125 Million,Roll, 
01/29/2019,10 - 33 - 53 - 54 - 62,22,2,$109 Million,Roll, 
01/25/2019,8 - 16 - 30 - 38 - 61,10,2,$96 Million,Roll, 
01/22/2019,4 - 15 - 37 - 59 - 64,16,5,$82 Million,Roll, 
01/18/2019,2 - 43 - 48 - 62 - 64,24,3,$68 Million,Roll, 
01/15/2019,29 - 52 - 58 - 60 - 62,7,2,$55 Million,Roll, 
01/11/2019,4 - 5 - 31 - 62 - 69,20,3,$50 Million,Roll, 
01/08/2019,13 - 26 - 29 - 38 - 64,5,5,$45 Million,Roll, 
01/04/2019,21 - 29 - 35 - 54 - 60,15,4,$40 Million,Roll, 
01/01/2019,34 - 44 - 57 - 62 - 70,14,4,$425 Million,Out of State Winner, 
12/28/2018,9 - 10 - 25 - 37 - 38,21,2,$370 Million,Roll, 
12/25/2018,2 - 8 - 42 - 43 - 50,6,3,$321 Million,Roll, 
12/21/2018,10 - 13 - 61 - 62 - 70,5,3,$305 Million,Roll, 
12/18/2018,13 - 22 - 32 - 60 - 69,9,3,$284 Million,Roll, 
12/14/2018,5 - 22 - 26 - 43 - 49,23,4,$262 Million,Roll, 
12/11/2018,4 - 38 - 39 - 54 - 59,12,2,$245 Million,Roll, 
12/07/2018,4 - 10 - 20 - 33 - 57,13,3,$226 Million,Roll, 
12/04/2018,28 - 31 - 41 - 42 - 50,4,3,$208 Million,Roll, 
11/30/2018,25 - 28 - 40 - 43 - 63,19,3,$190 Million,Roll, 
11/27/2018,12 - 24 - 37 - 42 - 57,18,4,$172 Million,Roll, 
11/23/2018,7 - 10 - 30 - 33 - 59,23,4,$155 Million,Roll, 
11/20/2018,10 - 16 - 31 - 42 - 66,10,3,$139 Million,Roll, 
11/16/2018,33 - 36 - 63 - 68 - 69,16,3,$122 Million,Roll, 
11/13/2018,34 - 46 - 57 - 65 - 69,11,3,$106 Million,Roll, 
11/09/2018,8 - 14 - 27 - 57 - 67,5,4,$90 Million,Roll, 
11/06/2018,28 - 34 - 37 - 56 - 69,12,2,$70 Million,Roll, 
11/02/2018,3 - 23 - 28 - 46 - 62,16,2,$52 Million,Roll, 
10/30/2018,20 - 31 - 39 - 46 - 49,23,2,$45 Million,Roll, 
10/26/2018,1 - 28 - 61 - 62 - 63,5,4,$40 Million,Roll, 
10/23/2018,5 - 28 - 62 - 65 - 70,5,3,$1.6 Billion,Out of State Winner, 
10/19/2018,15 - 23 - 53 - 65 - 70,7,2,$1 Billion,Roll, 
10/16/2018,3 - 45 - 49 - 61 - 69,9,5,$667 Million,Roll, 
10/12/2018,4 - 24 - 46 - 61 - 70,7,3,$548 Million,Roll, 
10/09/2018,20 - 22 - 39 - 54 - 60,18,3,$470 Million,Roll, 
10/05/2018,27 - 28 - 32 - 41 - 69,12,2,$420 Million,Roll, 
10/02/2018,2 - 22 - 29 - 31 - 34,1,3,$367 Million,Roll, 
09/28/2018,39 - 45 - 52 - 56 - 59,15,3,$336 Million,Roll, 
09/25/2018,8 - 16 - 32 - 48 - 61,12,2,$303 Million,Roll, 
09/21/2018,1 - 2 - 11 - 52 - 64,9,4,$275 Million,Roll, 
09/18/2018,31 - 32 - 43 - 63 - 68,17,2,$252 Million,Roll, 
09/14/2018,23 - 30 - 40 - 43 - 66,13,4,$227 Million,Roll, 
09/11/2018,15 - 30 - 51 - 62 - 67,19,2,$207 Million,Roll, 
09/07/2018,8 - 10 - 41 - 54 - 68,10,2,$187 Million,Roll, 
09/04/2018,2 - 7 - 25 - 35 - 44,3,3,$167 Million,Roll, 
08/31/2018,7 - 18 - 29 - 32 - 45,17,3,$152 Million,Roll, 
08/28/2018,3 - 20 - 33 - 34 - 41,20,3,$134 Million,Roll, 
08/24/2018,1 - 6 - 13 - 18 - 49,8,2,$118 Million,Roll, 
08/21/2018,14 - 16 - 19 - 38 - 57,11,3,$102 Million,Roll, 
08/17/2018,1 - 31 - 32 - 47 - 56,3,2,$88 Million,Roll, 
08/14/2018,11 - 26 - 44 - 45 - 46,11,2,$75 Million,Roll, 
08/10/2018,1 - 3 - 12 - 22 - 42,6,5,$63 Million,Roll, 
08/07/2018,2 - 13 - 15 - 21 - 62,2,5,$55 Million,Roll, 
08/03/2018,9 - 28 - 30 - 54 - 60,2,2,$50 Million,Roll, 
07/31/2018,12 - 15 - 35 - 64 - 69,9,2,$45 Million,Roll, 
07/27/2018,1 - 32 - 40 - 49 - 63,20,3,$40 Million,Roll, 
07/24/2018,1 - 2 - 4 - 19 - 29,20,3,$522 Million,Out of State Winner, 
07/20/2018,1 - 14 - 30 - 44 - 62,1,2,$433 Million,Roll, 
07/17/2018,40 - 41 - 61 - 66 - 67,12,5,$375 Million,Roll, 
07/13/2018,21 - 22 - 39 - 59 - 68,2,2,$340 Million,Roll, 
07/10/2018,1 - 17 - 28 - 56 - 70,14,3,$306 Million,Roll, 
07/06/2018,2 - 10 - 46 - 50 - 56,16,3,$283 Million,Roll, 
07/03/2018,13 - 35 - 45 - 49 - 68,23,2,$256 Million,Roll, 
06/29/2018,2 - 32 - 47 - 49 - 68,23,4,$232 Million,Roll, 
06/26/2018,17 - 25 - 29 - 39 - 60,19,2,$212 Million,Roll, 
06/22/2018,2 - 6 - 11 - 27 - 44,20,2,$192 Million,Roll, 
06/19/2018,11 - 13 - 28 - 65 - 70,14,3,$175 Million,Roll, 
06/15/2018,1 - 11 - 37 - 47 - 51,6,2,$161 Million,Roll, 
06/12/2018,1 - 3 - 5 - 8 - 70,3,2,$144 Million,Roll, 
06/08/2018,14 - 30 - 33 - 44 - 56,13,2,$127 Million,Roll, 
06/05/2018,22 - 33 - 41 - 48 - 52,4,2,$110 Million,Roll, 
06/01/2018,5 - 24 - 52 - 62 - 66,17,3,$97 Million,Roll, 
05/29/2018,2 - 11 - 55 - 58 - 67,2,3,$84 Million,Roll, 
05/25/2018,11 - 14 - 51 - 64 - 68,25,4,$73 Million,Roll, 
05/22/2018,16 - 17 - 21 - 36 - 48,9,3,$60 Million,Roll, 
05/18/2018,9 - 26 - 53 - 64 - 66,11,2,$55 Million,Roll, 
05/15/2018,21 - 34 - 44 - 49 - 61,21,2,$50 Million,Roll, 
05/11/2018,14 - 38 - 40 - 53 - 70,22,3,$45 Million,Roll, 
05/08/2018,8 - 15 - 39 - 64 - 67,13,2,$40 Million,Roll, 
05/04/2018,4 - 5 - 10 - 12 - 18,21,4,$143 Million,Out of State Winner, 
05/01/2018,2 - 7 - 20 - 55 - 70,1,4,$126 Million,Roll, 
04/27/2018,2 - 29 - 38 - 63 - 66,11,2,$111 Million,Roll, 
04/24/2018,3 - 19 - 31 - 32 - 48,10,3,$96 Million,Roll, 
04/20/2018,1 - 15 - 18 - 32 - 45,4,2,$80 Million,Roll, 
04/17/2018,12 - 34 - 44 - 47 - 65,22,4,$67 Million,Roll, 
04/13/2018,8 - 9 - 32 - 42 - 59,10,4,$55 Million,Roll, 
04/10/2018,5 - 13 - 31 - 43 - 53,20,2,$50 Million,Roll, 
04/06/2018,16 - 33 - 51 - 54 - 67,20,4,$45 Million,Roll, 
04/03/2018,4 - 29 - 39 - 42 - 62,14,2,$40 Million,Roll, 
03/30/2018,11 - 28 - 31 - 46 - 59,1,3,$521 Million,Out of State Winner, 
03/27/2018,7 - 25 - 43 - 56 - 59,13,3,$458 Million,Roll, 
03/23/2018,4 - 8 - 23 - 53 - 59,17,3,$421 Million,Roll, 
03/20/2018,14 - 38 - 51 - 64 - 70,9,3,$377 Million,Roll, 
03/16/2018,1 - 13 - 26 - 33 - 52,11,3,$345 Million,Roll, 
03/13/2018,6 - 30 - 58 - 60 - 61,17,5,$318 Million,Roll, 
03/09/2018,7 - 17 - 18 - 46 - 66,22,4,$290 Million,Roll, 
03/06/2018,1 - 4 - 26 - 35 - 39,22,5,$265 Million,Roll, 
03/02/2018,24 - 28 - 42 - 60 - 64,8,4,$243 Million,Roll, 
02/27/2018,10 - 17 - 21 - 38 - 43,23,3,$222 Million,Roll, 
02/23/2018,7 - 11 - 13 - 19 - 58,9,4,$204 Million,Roll, 
02/20/2018,17 - 19 - 23 - 24 - 43,14,3,$185 Million,Roll, 
02/16/2018,14 - 38 - 48 - 53 - 58,16,3,$168 Million,Roll, 
02/13/2018,5 - 12 - 15 - 46 - 49,1,4,$153 Million,Roll, 
02/09/2018,28 - 34 - 41 - 46 - 47,14,3,$136 Million,Roll, 
02/06/2018,14 - 17 - 25 - 48 - 58,25,3,$120 Million,Roll, 
02/02/2018,1 - 4 - 14 - 17 - 40,4,3,$104 Million,Roll, 
01/30/2018,29 - 41 - 42 - 49 - 57,24,3,$89 Million,Roll, 
01/26/2018,10 - 16 - 27 - 38 - 43,1,4,$76 Million,Roll, 
01/23/2018,2 - 6 - 30 - 31 - 55,7,4,$63 Million,Roll, 
01/19/2018,3 - 17 - 23 - 49 - 66,23,3,$55 Million,Roll, 
01/16/2018,3 - 11 - 23 - 29 - 59,18,3,$50 Million,Roll, 
01/12/2018,17 - 18 - 33 - 46 - 60,24,4,$45 Million,Roll, 
01/09/2018,16 - 29 - 31 - 65 - 67,23,3,$40 Million,Roll, 
01/05/2018,28 - 30 - 39 - 59 - 70,10,3,$450 Million,Out of State Winner, 
01/02/2018,1 - 42 - 47 - 64 - 70,22,4,$361 Million,Roll, 
12/29/2017,4 - 10 - 18 - 28 - 62,7,2,$306 Million,Roll, 
12/26/2017,10 - 12 - 20 - 38 - 41,25,4,$277 Million,Roll, 
12/22/2017,1 - 20 - 30 - 33 - 42,16,4,$253 Million,Roll, 
12/19/2017,28 - 37 - 39 - 42 - 58,2,3,$223 Million,Roll, 
12/15/2017,4 - 12 - 36 - 44 - 57,19,4,$208 Million,Roll, 
12/12/2017,8 - 23 - 24 - 25 - 27,9,2,$191 Million,Roll, 
12/08/2017,6 - 37 - 46 - 60 - 70,24,2,$176 Million,Roll, 
12/05/2017,14 - 15 - 37 - 42 - 67,22,4,$160 Million,Roll, 
12/01/2017,16 - 22 - 40 - 41 - 59,8,4,$145 Million,Roll, 
11/28/2017,10 - 17 - 47 - 51 - 61,5,2,$132 Million,Roll, 
11/24/2017,16 - 36 - 54 - 61 - 64,22,3,$119 Million,Roll, 
11/21/2017,3 - 7 - 22 - 27 - 50,3,3,$106 Million,Roll, 
11/17/2017,3 - 26 - 55 - 58 - 70,15,4,$95 Million,Roll, 
11/14/2017,1 - 14 - 21 - 22 - 28,19,3,$82 Million,Roll, 
11/10/2017,6 - 23 - 38 - 42 - 58,24,2,$71 Million,Roll, 
11/07/2017,1 - 54 - 60 - 68 - 69,11,4,$59 Million,Roll, 
11/03/2017,10 - 22 - 42 - 61 - 69,3,2,$48 Million,Roll, 
10/31/2017,6 - 28 - 31 - 52 - 53,12,4,$40 Million,Roll, 


 First Drawing for Mega Millions matrix (5 of 70 + 1 of 25) was 10/31/2017.

,10/27/2017,17 - 27 - 41 - 51 - 52,13,5,$30 Million,Roll
 ,10/24/2017,20 - 24 - 34 - 56 - 64,6,4,$25 Million,Roll
 ,10/20/2017,6 - 23 - 63 - 66 - 73,9,2,$20 Million,Roll
 ,10/17/2017,31 - 45 - 49 - 56 - 70,11,5,$15 Million,Roll
 ,10/13/2017,2 - 7 - 18 - 26 - 31,12,2,$43 Million,Out of State Winner
 ,10/10/2017,7 - 16 - 24 - 61 - 62,2,5,$36 Million,Roll
 ,10/06/2017,21 - 33 - 36 - 45 - 56,12,5,$30 Million,Roll
 ,10/03/2017,12 - 18 - 19 - 25 - 67,7,5,$25 Million,Roll
 ,09/29/2017,25 - 51 - 62 - 73 - 74,7,5,$20 Million,Roll
 ,09/26/2017,1 - 10 - 57 - 66 - 75,4,4,$15 Million,Roll
 ,09/22/2017,5 - 39 - 54 - 63 - 66,15,5,$104 Million,Out of State Winner
 ,09/19/2017,9 - 28 - 31 - 50 - 61,10,2,$94 Million,Roll
 ,09/15/2017,18 - 24 - 34 - 38 - 58,3,4,$86 Million,Roll
 ,09/12/2017,26 - 37 - 41 - 54 - 65,3,4,$76 Million,Roll
 ,09/08/2017,4 - 5 - 14 - 26 - 73,14,3,$70 Million,Roll
 ,09/05/2017,11 - 17 - 59 - 70 - 72,1,3,$61 Million,Roll
 ,09/01/2017,4 - 13 - 31 - 50 - 64,12,5,$53 Million,Roll
 ,08/29/2017,2 - 13 - 17 - 35 - 73,3,3,$45 Million,Roll
